Transaction ID,Date,Member Name,Department,Event Type,Region,Amount,Discount,Quantity,Total,Payment Method
CHC40003,invalid,Member_0493,Youth Ministry,Building Fund,West,7865.59,0,1,7865.59,Cash
CHC40526,2023-09-03,Member_0171,Outreach,Midweek Service,North,58.69,0,1,58.69,Cheque
CHC40463,01/13/2023,Member_0459,Children's Church,Special Program,North,4251.09,0,2,8502.19,Cash
CHC40117,23-02-2023,Member_0153,Children's Church,Midweek Service,Central,401.13,0,2,$802.26,Cheque
CHC40424,26 May 2022,Member_0330,Youth Ministry,  Conference  ,North,2147.48,0,3,6442.43,Cash
CHC40040,2024-01-27,Member_0063,Children's Church,Sunday Service,Central,268.45,0,3,805,Mobile Money
CHC40057,"January 12, 2022",Member_0414,Outreach,Special Program,Central, 1201.2167076080907 ,0,1,1201.22,Bank Transfer
CHC40180,2023/12/29,Member_0276,Unknown,Midweek Service,Central,356,0,4,1424.28,Cheque
CHC40525,2023-05-06,Member_0051,Children's Church,Outreach,West,924.83,0,4,3699.34,Bank Transfer
CHC40079,2022-01-31,Member_0143, Youth Ministry,,West,5866.83,0,3,17600.49,Cash
CHC40353,30-04-2023,Member_0465,Administration,Sunday Service,North,91.43,0,3,274.3,Cash
CHC40092,"September 08, 2022",Member_0334,Youth Ministry,CONFERENCE,East,824.49,0,2,1648.97,Bank Transfer
CHC40387,06/12/23,Member_0135,Main Sanctuary,Special Program,Central,1756.46,0,3,5269.38,Mobile Money
CHC40395,"February 06, 2023",  Member_0199  ,Youth Ministry,Building Fund,North,3267.21,0,1,3267.21,bank transfer
CHC40287,2024/08/12,Member_0504,Children's Church,Building Fund,West,6435.13,$0.00,1,6435.13,Mobile Money
CHC40175,2024/02/01,Member_0294,Outreach,Outreach,South,971.17,0,2,1942.34,Mobile Money
CHC40495,invalid,Member_0246,Music Ministry,Sunday Service,South,302.61,0,1,302.61,Bank Transfer
CHC40471,16 Jan 2024,MEMBER_0444,Children's Church,Sunday Service,South,177.65,0,4,710.6,Cheque
CHC40077,31 Dec 2023,member_0542,Music Ministry,Special Program,East,4389.41,0,1,4389.41,Cheque
CHC40181,29-11-2023,Member_0141,Outreach,Midweek Service,South,,0,1,354.57,Cash
CHC40225,2022-10-02,Member_0559,Outreach,Outreach,Central,923.24,0,2,1846.48,Mobile Money
CHC40302,09/09/24,Member_0520,Youth Ministry,Sunday Service,East,405.46,0,4,1621.85,Cash
CHC40122,2024/05/18,Member_0165,Children's Church,Sunday Service,East,,0,4,288.84,Cash
CHC40346,15-09-2023,Member_0351,Music Ministry,Building Fund,Central,963.94,0,1,963.94,Cash
CHC40357,"August 01, 2024",Member_0028,Outreach,Conference,West,1380.06,0,2,2760.12,Bank Transfer
CHC40173,"February 18, 2023",Member_0193,Music Ministry,Outreach,North,679.73,$0.00,3,"$2,039.19",Bank Transfer
CHC40193,2024-08-28,Member_0545,Children's Church,Special Program,West,4481.79,0,2,8963.58, Cheque
CHC40068,N/A,Member_0302,Children's Church, Conference,South,2847.84,0,3,8543.51,Mobile Money
CHC40396,"July 09, 2023",Member_0528,Administration,Building Fund,Central,5797.73,0,1,5797.73,Bank Transfer
CHC40285,2024-06-13,Member_0511,Music Ministry,Sunday Service,West,$95.51,0,4,,
CHC40395,"February 06, 2023",  Member_0199  ,Youth Ministry,Building Fund,North,3267.21,0,1,3267.21,bank transfer
CHC40503,18 Aug 2022,Member_0516,Children's Church,Special Program,West,1138.19,0,3,3414.56,  Bank Transfer  
CHC40054,06/19/2023,Member_0477,Main Sanctuary,Midweek Service,,134.98,0,1,134.98,Mobile Money
CHC40138,01/23/2022,Member_0472,  Administration  ,Midweek Service,West,475.4,0,1,475.4,Bank Transfer
CHC40132,"May 19, 2022",Member_0047,Outreach,Building Fund,Central,7177.64,0,4,28710.56,Cheque
CHC40182,"June 10, 2022",,Administration,Outreach,Central,248.07,0,4,992.27,Cash
CHC40354,17-08-2023,Member_0465,Administration,Midweek Service,Central,90.04,0,3,270.13,Mobile Money
CHC40088,2023/12/18,Member_0286,Youth Ministry,Building Fund,West,6756.66,0,1,6756.66,Cash
CHC40443,10-02-2022,Member_0277,Main Sanctuary,,Central,408.9,0,null,408.9,  Cash  
CHC40410,,Member_0172, Administration,Unknown,  ,199.93,0,3,599.78,Cheque
CHC40029,06-03-2023,Member_0036,Main Sanctuary,Sunday Service,West,126.89,0,4,507.57,Bank Transfer
CHC40270,2023-12-15,Member_0158,,Midweek Service, South,69.35,0,-1,69.35,Mobile Money
CHC40261,2023/07/23,Member_0350,Outreach,Outreach,East,190.54,0,4,762.17,Mobile Money
CHC40598,07/16/22,Member_0426,administration,Conference,West,2438.99,0,1,2438.99,Cash
CHC40183,31-07-2024,member_0399,Youth Ministry,BUILDING FUND,TBD,1409,0,3,4225.95,Cheque
CHC40271,2023/06/11,Member_0322,Children's Church,Special Program,West,4578.69,0,4,18314.78,Cash
CHC40186,23 Apr 2022,Member_0148,Outreach,Conference,Central,1536.28,0,1,1536.28,Mobile Money
CHC40408,"October 05, 2024",Member_0506,  Outreach  ,Outreach,North,148,0,2,296.59,Cash
CHC40118,2022-12-30,Member_0036, Music Ministry,Conference,Central,1856,0,3.0,5568.22,Mobile Money
CHC40363,14 Feb 2024,Member_0419,Main Sanctuary,,North,351.4,0,2,702.81,Mobile Money
CHC40099,01/12/24,Member_0432,Main Sanctuary,Sunday Service,West,57.69,0,1,57.69,Mobile Money
CHC40056,10/31/23,Member_0528,Music Ministry,Special Program,North,1104.33,0,2,2208.66,Cheque
CHC40128,"March 07, 2024",Member_0490,Administration,Building Fund,South,4706.28,0,2,9412.56,Cheque
CHC40320,28-08-2022,Member_0087,Youth Ministry,Midweek Service,West,,0,1,478.15,Mobile Money
CHC40529,2022/02/19,Member_0287,Youth Ministry,Special Program,West,1363.43,0,4,-5453.7372427695145,Cheque
CHC40255,22-10-2022,Member_0307,Outreach,Conference,Central,410.38,0,2,820.77,Cash
CHC40025,2022-06-29,Member_0237,Music Ministry,Sunday Service,South,285,0,1,284.97,
CHC40344,12/02/24,Member_0065,Youth Ministry,Midweek Service,North,-412.0423089324792,0,4,1648.17,Cash
CHC40399,2022-06-17,Member_0109,Administration,Special Program,South,2953.69,0,1,2953.69,Cash
CHC40085,2022-01-18,Member_0131,Administration,Midweek Service,East,126.09,0,3,378.26,Cheque
CHC40161,2023-11-05,Member_0089,Outreach,Outreach,North,900.25,0,3,2700.74,Cheque
CHC40111,2023-12-27,Member_0022,Administration,Outreach,South,714.3,0,2,1428.61,Cheque
CHC40282,10-11-2022,Member_0352,  Youth Ministry  ,Midweek Service,East,94.55,0,4,378.18,Bank Transfer
CHC40589,10/19/2024,Member_0592,Outreach,Sunday Service,East,203.2,0,3,609.61,Cash
CHC40191,,Member_0562,Main Sanctuary,Conference,West,1559.03,0,2,3118.06,
CHC40504,"November 26, 2023",Member_0084,Children's Church,Sunday Service,South,116.33,0,1,116.33,Cash
CHC40421,23-09-2024,Member_0344,Children's Church,Midweek Service,Central,216.7,0,1,216.7,Cheque
CHC40360,17-09-2023,Member_0372,CHILDREN'S CHURCH,Midweek Service,East,161.78,0,,161.78,Bank Transfer
CHC40404,2022-02-17,Member_0494,Music Ministry,Outreach,North,911.75,0,1,911.75,  Mobile Money  
CHC40450,08/15/24,Member_0118,Music Ministry,Outreach,NORTH,857.15,0,2,1714.29,Cash
CHC40564,"June 30, 2024",Member_0351,Administration,Special Program,South,4625.44,0,-1,4625.44,CASH
CHC40081,08/21/2023,None,Administration,Special Program,West,588.45,0,2,1176.91,Cash
CHC40114,2024-09-05,Member_0309,Youth Ministry,Outreach,West,285.06,0,2,570.13,bank transfer
CHC40233,26-07-2024,Member_0190,Administration,Building Fund,East,9674.0,0,1,9674.0,Mobile Money
CHC40490,03/23/2023,Member_0576,Youth Ministry,Outreach,South,33.61,0,1,33.61,  Cheque  
CHC40164,2024-09-24,Member_0588,administration,Conference,east,1569.8,0,1,1569.8,Mobile Money
CHC40359,27-06-2022, Member_0425,Outreach,Sunday Service,West,201.69,0,1,201.69,Cheque
CHC40063,03/26/24,Member_0074,MUSIC MINISTRY,Outreach,East,231.1,unknown,-3,,Cash
CHC40600,28-06-2024,Member_0016,Music Ministry,Building Fund,South,9845.89, 0 ,2,19691.78,Cheque
CHC40375,02-12-2022,Member_0417,Children's Church,Conference,EAST,-441.24035051319396,0,4,1764.96,Bank Transfer
CHC40575,2024-10-31,Member_0597,Main Sanctuary,Outreach,South,608.3,0,3,1824.9,Cash
CHC40394,06-12-2022,Member_0590,Youth Ministry,Conference,North,1606.16,0,1,1606.16,Cash
CHC40034,01/09/24,Member_0237,,Special Program,West,4958.57,0,1,4958.57,Mobile Money
CHC40133,2022-08-29,Member_0242,Children's Church,Building Fund,West,4359.77,0,3,13079.31,Cheque
CHC40199,10/27/2024,Member_0009,Music Ministry,,West,86.23,,3,258.68,Cash
CHC40011,04/18/22,Member_0476,Outreach,Sunday Service,  East  ,167.56,0,4,-670.2515616306554,Mobile Money
CHC40249,06/25/2022,Member_0066,Main Sanctuary,Conference, Central,2586.91,0,1,-,Cheque
CHC40085,2022-01-18,Member_0131,Administration,Midweek Service,East,126.09,0,3,378.26,Cheque
CHC40192,"February 01, 2022",Member_0446,Children's Church,sunday service,East,$307.91,0,4, 1231.6417563946945 , Cash
CHC40482,30-08-2022,Member_0385,Children's Church,Building Fund,Central,8050.94,0,unknown,32203.75,Mobile Money
CHC40405,01/11/2023,  Member_0326  ,OUTREACH,Outreach,Central,494.97,0,1,494.97,Mobile Money
CHC40090,0000-00-00,Member_0385,Main Sanctuary,Conference,Central,2597.83,0,3,7793.5,  Mobile Money  
CHC40523,06-07-2024,Member_0325,Children's Church,Sunday Service,Central,300.78,0,,601.56,Bank Transfer
CHC40350,07/11/22,  Member_0252  ,  ,TBD,null,7044.33,0,1,7044.33,Cheque
CHC40278,TBD,Member_0198,Children's Church,Conference,Central,2017.2,0,1.0,TBD,Cheque
CHC40019,2023/08/26,Member_0092,Youth Ministry,Building Fund,West,3136.94,0,1,3136.94,null
CHC40041,01/05/22,Member_0262,Administration,Sunday Service,East,253.49,0,2,506.98,Cash
CHC40064,"March 21, 2024",Member_0224,  ,Midweek Service, North,74.88,$0.00,1,74.88,Cash
CHC40220,08/31/2023,Member_0336,Youth Ministry,Special Program,North,1580.21,0,4,6320.85,Bank Transfer
CHC40549,2022-12-09,Member_0066,Music Ministry,Conference,East,1619.25,0,2,3238.5,mobile money
CHC40537,"January 07, 2024",Member_0444,Youth Ministry,Building Fund,West,4249.67,0,1,4249.67,Bank Transfer
CHC40230,2023-03-21,,  -  ,Sunday Service,West,41.63,0,2,83.26,cash
CHC40118,2022-12-30,Member_0036, Music Ministry,Conference,Central,1856,0,3.0,5568.22,Mobile Money
CHC40078,07 Jul 2024,,Music Ministry,Outreach, South,780.27,$0.00,4,3121.07,  Cash  
CHC40340,14-04-2023,Member_0185,MAIN SANCTUARY,Conference,West,1303.87,0,-2,2607.74,Bank Transfer
CHC40035,24-11-2022,Member_0138,Outreach,Outreach,West,86.86,,3,260.57,Cash
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
