Transaction ID,Date,Contractor Name,Department,Project Type,Region,Amount,Discount,Quantity,Total
GOV30016,2023-02-09,Contractor_078,  Transport  ,School Building,North,1317361.31,,1,1313333.99
GOV30569,21 Mar 2022,Contractor_051,Defense,Water Supply,South,290667.77,10072.34,10,
GOV30243,N/A,Contractor_027,Transport,School Building,Central,,,9,12608954
GOV30554,16 Jan 2024,Contractor_079,Agriculture,Water Supply,Central,525699.23,11201.74,8,4115979.87
GOV30375,04/17/22,Contractor_008,Infrastructure,Rural Electrification,North,1565138.58,0,11,17216524.43
GOV30181,05/28/2022,Contractor_088,Health,Hospital Project,Central,8211076.36,0,12,98532916.36
GOV30033,2024-13-45,Contractor_012,Defense,Rural Electrification,South,597397.25,0,2,1194794.5
GOV30104,2022-01-08,Contractor_030,,Hospital Project,South,5618336.2,0,2,11236672.41
GOV30335,07 Oct 2023,Contractor_071,Infrastructure,,West,1458908.45,68733.36,1,1390175.09
GOV30652,24 Sep 2023,Contractor_072,Transport,School Building,,440227.17,0,12,5282726.05
GOV30599,"December 17, 2022",Contractor_082,Energy,Water Supply,East,717503.63,0,1,717503.63
GOV30209,"April 15, 2024",Contractor_034,Agriculture,Rural Electrification,Central,202486.68,0,9,1822380.09
GOV30455,2024/12/10,Contractor_095,agriculture,PUBLIC TRANSPORT,East,1493794.08,0,11,16431734.84
GOV30264,"November 12, 2023",Contractor_018,Education,School Building,South,269157,4180.84,2,-529951.987104728
GOV30179,01/25/24,Contractor_055,Transport,Public Transport,North,207945.45,0,5,1039727.25
GOV30029,09/20/2023,Contractor_035,EDUCATION,hospital project,East,3956159.73,0,12,47473916.79
GOV30095,2024-08-11,Contractor_025,Health,Water Supply,East,536664,0,6,3219986.32
GOV30526,"December 19, 2022",contractor_043,Energy,School Building,North,842594.76,0,9,-7583352.879683488
GOV30197,2024-03-10,Contractor_056,Agriculture,Rural Electrification,East,1652138.08,0,12,"$19,825,657.00"
GOV30492,09/24/2024,Contractor_086,Defense,Water Supply,East,239446.71,0,9,2155020.42
GOV30111,13-01-2022,Contractor_054,energy,Water Supply,East,603016.55,0,3,1809049.64
GOV30135,27 Oct 2024,Contractor_043,Health,Water Supply,East,143947.39,6506.9,3,412321.47
GOV30309,08/12/2024,Contractor_051,Energy,Public Transport,Central,979836.36,66519.58,9,8219851.05
GOV30695,2022/05/26,  Contractor_015  ,Defense,water supply,East,590998.06,0,11,6500978.61
GOV30102,"July 16, 2022",Contractor_025,Transport,Water Supply,Central,457008,20842.69,3,1308495.25
GOV30149,16 May 2024,contractor_021,Health,HOSPITAL PROJECT,East,"$5,534,623.65",0,10,55346236.46
GOV30186,08/03/2022,Contractor_017,Agriculture,Water Supply,,"$27,383.12",2141.82,4,100965.18
GOV30220,09/18/22,Contractor_052,Defense,Water Supply,South,200674.65,0,4,802698.59
GOV30280,19-02-2022,Contractor_092,Defense,Hospital Project,Central,-1075888.7327747429,0,3,3227666.2
GOV30279,04/03/22,Contractor_019,Defense,School Building, East,1770326.12,0,6,10621956.7
GOV30481,invalid,Contractor_080,Infrastructure,Hospital Project,East,1660918.49,$0.00,10,16609184.86
GOV30480,12/02/24,Contractor_065,Agriculture,Hospital Project,Central,9581628.41,0,7,67071398.89
GOV30510,2024-03-16,Contractor_056,Energy,Public Transport,Central,438029.7,$0.00,1, 438029.7018542798 
GOV30123,2022/09/29,Contractor_069,Agriculture,,South,1823214.96, 0 ,,10939289.79
GOV30616,04 Jan 2023,,Education,Water Supply,West,607927.92,7259.57,4,2402673.37
GOV30441,14-11-2022,Contractor_060,Agriculture,Public Transport,west,1311042.28,0,4,5244169.13
GOV30160,2024-11-10,Contractor_076,Defense,Public Transport,Central,987474.4,0,10,9874743.96
GOV30429,2024-10-29,,Transport,water supply,South,236801.32,-,10,2368013.18
GOV30609,2023/02/21,Contractor_042,Health,Water Supply,West,364841.02,0,, 2918728.143170667 
GOV30679,12 May 2023,Contractor_082,Energy,Public Transport,central,494191.54,0,4,1976766.16
GOV30651,10/06/2024,  Contractor_017  ,Transport,  ,East,6500835.95,639079.68,5,
GOV30258,04 Apr 2022,Contractor_062,Agriculture,School Building,West,"$1,302,199.25",0,8,10417593.97
GOV30202,09/02/2024,Contractor_060,Defense,Hospital Project,West,6512492.27,328886.44,3,18550817.51
GOV30681,2022/08/01,contractor_034,Defense,Hospital Project,south,9702751.58,0,2,19405503.15
GOV30670,"August 26, 2024",Contractor_075,Agriculture,School Building,East,912101.25,67799.58,8,"$6,754,413.35"
GOV30462,03-07-2024,Contractor_065,Education,School Building,Central,"$170,581.85",0,3,-511745.5462153066
GOV30241,2023/07/07,Contractor_055,Defense,Water Supply,South,654912.82,54602.28,3,1800931.62
GOV30297,08-01-2024,Contractor_037,null,Road Construction, East,717107.55,26822.84,1,690284.71
GOV30107,03/14/23,  Contractor_027  ,Education,Rural Electrification,East, 2395130.4963834123 ,0,8,19161043.97
GOV30356,08-07-2024,Contractor_053,education,Hospital Project,West,7292335.6,0,2,14584671.21
GOV30649,"April 07, 2022",Contractor_009,  Health  ,Road Construction,East,3804958.85,,2,7248173.67
GOV30586,18-05-2022,Contractor_029,Infrastructure,Hospital Project,South,3071215.54,0,3,9213646.62
GOV30314,07/08/22,Contractor_047,Infrastructure,Public Transport,North, 173158.4645933165 ,0,5,865792.32
GOV30282,2022/06/12,Contractor_094,Health,null,  East  ,453536.34,0,12.0,5442436.1
GOV30632,05/05/2022,Contractor_079,Transport,Public Transport,North,420887.73,0,3,1262663.18
GOV30203,2024/10/27,Contractor_042,Infrastructure,Water Supply,East,341293.7,-,10,3214358.37
GOV30142,02/13/22,Contractor_089,Health,Rural Electrification,North,556968.09,36737.34,4,
GOV30189,"June 17, 2024",Contractor_079,Health,Public Transport,Central,331816.91,0,6,1990901.49
GOV30063,"March 12, 2024",  Contractor_066  ,Health,hospital project,East,9244048.31,886981.01,1,8357067.31
GOV30663,01/29/23,Contractor_065,Health,Public Transport,South,739875.39,0,9,6658878.54
GOV30693,06/28/2023,Contractor_063,Infrastructure,Hospital Project,West,N/A,25710.25,1,2977897.47
GOV30600,11 Nov 2024,Contractor_018,Infrastructure,Public Transport,EAST,627287.57,0,1,627287.57
GOV30423,"July 03, 2022",contractor_073,Agriculture,HOSPITAL PROJECT,,1605311.32,$0.00,3,4815933.96
GOV30389,"April 22, 2022",Contractor_039,Defense,Hospital Project,East,6335924.09,502185.9,3,17501214.55
GOV30612,10/17/2022,Contractor_089,Defense,Rural Electrification,South,,0,12,11254749.89
GOV30078,"June 24, 2023",Contractor_100,Energy,Public Transport,East,1236738.98,0,10,"$12,367,389.81"
GOV30636,"June 05, 2022",Contractor_018,Defense,Public Transport, South,1119850.27,0,3,3359550.81
GOV30364,2024-10-10,Contractor_028,,Road Construction,North,3154631.17,0,2,6309262.34
GOV30370,2022-06-02,Contractor_005,Defense,Hospital Project,South,1476357.66,0,-8,11810861.25
GOV30431,0000-00-00,contractor_045,Agriculture,Public Transport,West,1379097.44, 0 ,3,4137292.33
GOV30470,11 Mar 2023,Contractor_020,Infrastructure,Hospital Project,North,4758939.39,0,5,23794696.94
GOV30388,19-03-2024,Contractor_096,Education,Water Supply,West,561620.75,0,11,6177828.24
GOV30065,"June 02, 2022",Contractor_020,Agriculture,Hospital Project,North,4445598.05,0,5,22227990.27
GOV30349,11/23/22,N/A,Health,Water Supply,West,685745.1,35070.98,2,1301348.24
GOV30521,"February 04, 2022",Contractor_046,Infrastructure,School Building,North,1347515.6,0,2,2695031.2
GOV30595,20-09-2023,Contractor_093,Health,Road Construction,West,null,0,6,5850710.44
GOV30444,01 Jun 2024,Contractor_061,Defense,Road Construction,North,1173635.26,0,1,1173635.26
GOV30223,26-01-2024,Contractor_012,Transport,Public Transport,South,978678.57,0,12,11744142.84
GOV30421,2022-08-03,Contractor_021,Health,Hospital Project,,"$4,895,202.20",293323.9,12,"$55,222,539.62"
GOV30056,"December 23, 2022",  Contractor_037  ,Agriculture,Water Supply,South,563865.34,47263.21,8,4132817.1
GOV30374,31 May 2022,Contractor_013,Education,Water Supply,North,183231.55,0,3,549694.66
GOV30427,2023-11-24,Contractor_027,,Water Supply,  South  ,210517.77,0,11,2315695.49
GOV30410,2022-05-11,Contractor_048,Education,Public Transport,North,197426.89,0,6,1184561.33
GOV30064,05/05/23,Contractor_033,Infrastructure,Rural Electrification,east,2685310.93,263275.08,4.0,9688143.38
GOV30551,"February 26, 2024",,Defense,Hospital Project,Central,3796933.14,0,9,34172398.29
GOV30090,2024/03/08,None,Transport,School Building,Central,1159861.94,82606.92,7,7540785.19
GOV30597,14 Jul 2024,Contractor_015, Agriculture,Rural Electrification,South,1872355.36,0,12,22468264.3
GOV30122,01/11/22,Contractor_018,Defense,Water Supply,West,249141.69,0,7,1743991.84
GOV30588,20-02-2024,Contractor_037,Defense,Water Supply,North,239745.73,,7,1678220.09
GOV30198,2022/05/29,CONTRACTOR_080,Agriculture,School Building,West,1064419.35,0,6,6386516.12
GOV30159,28 Jan 2022,Contractor_042,Education,Hospital Project,North,5155070.68,0,2,10310141.35
GOV30465,21-07-2023,Contractor_065,Infrastructure,Water Supply,Central,373251.61,26953.44,6,2077789.04
GOV30004,03/21/2024,Contractor_065,Defense,Public Transport,Central,1135977.61,0,7,7951843.3
GOV30483,03/05/2022,Contractor_041,Agriculture,hospital project,North,4127383.0,0,9,
GOV30218,2024-06-15,Contractor_073,Defense,Hospital Project,North,1492652.94, 2519.0641719789473 ,7,10430937.13
GOV30689,13 Mar 2024,Contractor_083,Transport,Hospital Project,Central,2061732.48, 0 ,-2,4123464.96
GOV30525,05/19/24,Contractor_050,Transport,School Building,,640311.57,10137.83,5,3150868.68
GOV30096,"November 27, 2024",Contractor_019, Health,School Building,Central,N/A,0,11, 8528781.208895972 
GOV30068,"July 05, 2022",Contractor_065,Education,Public Transport,North,1167934.47,0,4,
GOV30491,10/19/23,Contractor_051,Infrastructure,Rural Electrification,South,1001067.53,0,9,"$9,009,607.74"
GOV30313,,Contractor_093,Health,School Building,South,803060,72584.73,-2,-
GOV30687,02/10/24,Contractor_076,Agriculture,Hospital Project,West,1638282,0,6,9829694.78
GOV30416,01/08/24,Contractor_077,Energy,Road Construction,East,3763490.61,93135.59,4,14681420.06
GOV30589,"August 17, 2023",,Defense,Public Transport,south,178243.39,0,5,891216.95
GOV30657,"July 28, 2024",Contractor_010,Health,Hospital Project,East, 5433937.705087395 ,0,8,43471501.64
GOV30153,30-03-2023,Contractor_083,Transport,Public Transport,Central,239474.43,0,6,1436846.58
GOV30332,"June 18, 2024",Contractor_060,Transport,Rural Electrification,Central,2983093,0,10,29830930.71
GOV30476,25-10-2023,Contractor_057,,Road Construction,East,3448211.58,0,5,-17241057.906615034
GOV30350,"July 23, 2024",,,Rural Electrification,East,,0,11,5379846.31
GOV30683,2022-11-12, Contractor_024,  Health  ,Hospital Project,Central,2552250.08,79251.54,12,"$29,675,982.49"
GOV30437,2022/05/02,,Education,School Building,South,1688474,0,5,8442370.51
GOV30436,2022-07-10,,Agriculture,School Building,North, 1641755.8927331052 ,113252.97,5,7642514.6
GOV30596,2024-13-45,Contractor_095,Agriculture,  School Building  ,Central,1643875.92,0,11,"$18,082,635.14"
GOV30205,05/19/22,Contractor_057,Agriculture,Rural Electrification,West,982439.28,0,7,6877074.93
GOV30231,12/01/2023,Unknown,Agriculture,Public Transport,south,1183391.54,0,8,9467132.32
GOV30109,2022-07-14,Contractor_092,Infrastructure,Public Transport,West,1084457.46,93236.55,1,991220.92
GOV30333,0000-00-00,Contractor_042,Agriculture,Hospital Project,South,8974324.23,0,11,
GOV30608,"December 30, 2022",  Contractor_042  ,Agriculture,Road Construction,North,1695401.87,"$76,131.04",11,17811979.15
GOV30304,2022/12/26,Contractor_100,HEALTH,,West,253728.34,0,10, 2537283.4265772062 
GOV30178,03/14/22,Contractor_034,Defense,Public Transport,Central,971407.18,0,7,6799850.29
GOV30409,11/03/24,Contractor_093,Infrastructure,Public Transport, Central,721566.45,0,11,7937230.92
GOV30560,2023-09-21,Contractor_022,Transport,Road Construction,Central,3917395.3,0,6,"$23,504,371.82"
GOV30005,2024-01-08,Contractor_067,Agriculture,Rural Electrification,North,2692987.15,null,4,10771948.61
GOV30433,12/10/23,Contractor_069,Transport,Public Transport,West,1423197.58,141133.24,,12820643.32
GOV30071,20 Nov 2024,Contractor_097,Education,Public Transport,West,1108971.07,0,2,2217942.13
GOV30347,"July 11, 2022",Contractor_075,Health,  School Building  ,West,482370.04,0,10,
GOV30405,09/04/24,Contractor_078,Infrastructure,Rural Electrification,North,1937407.36,0,11,21311481.0
GOV30682,29-11-2022,Contractor_014,Health,School Building,East,590832.33,0,11,6499155.61
GOV30088,28-01-2022, Contractor_038,Energy,Rural Electrification,South,"$1,196,092.92",0,3,3588278.77
GOV30700,"April 12, 2023",Contractor_023,Energy,School Building,Central,1628504.68,0,8,13028037.41
GOV30371,2024/08/20,Contractor_007,Transport,School Building,  Central  ,330093.5,0,6,1980561.0
GOV30260,2022/11/16,Contractor_047,Infrastructure,Rural Electrification,West,1485665.02,0,,13370985.18
GOV30454,2024/06/07,  Contractor_026  ,Agriculture,WATER SUPPLY,North,46507.74,4429.34,8,336627.25
GOV30581,2023-12-09,Contractor_066,Education,Road Construction,South,2917563.58,0,,26258072.18
GOV30646,2022-03-25,Contractor_048,Transport,Road Construction,East,1116876.1,17716.5,10,10991596.02
GOV30193,10/30/2022,Contractor_089,Education,Rural Electrification,North,1284429.18,0,10,12844291.82
GOV30593,2024-03-06,Contractor_014,infrastructure,Water Supply,West,389820.61,0,6,2338923.65
GOV30634,2024-04-12,Contractor_052,Energy,Water Supply,West,170952.47,13587.27,2,"$314,730.42"
GOV30402,06/10/2024,Contractor_099,Health,Hospital Project,West,1112750.66, 0 ,2,2225501.32
GOV30099,11/05/2022,Contractor_039, Health,Public Transport,  West  ,"$1,357,926.95",51792.9,4,5224536.19
GOV30052,08/07/24,Contractor_031,Health,Water Supply,East,585396.2,0,-8,4683169.62
GOV30328,2023/07/03,Contractor_037,Energy,Rural Electrification,Central,2065823.85,22022,1,2043801.38
GOV30150,2024-07-09,Contractor_095,Infrastructure,,East, 2858480.333805826 ,0,11,31443283.67
GOV30244,06/09/2024,Contractor_023,  Defense  ,Rural Electrification,North,2063816.56,0,6,12382899.35
GOV30357,05/14/24,Contractor_059,Education,  Hospital Project  ,West,6807891.95,0,6,-
GOV30323,2023-06-06,Contractor_053,Energy,Water Supply,North,417681.3,0,1,
GOV30105,07/25/22,Contractor_065,Defense,ROAD CONSTRUCTION,South,1576340.89,"$70,980.54",7,10537522.48
GOV30152,25-01-2022,Contractor_084,  ,School Building,South,115743.35,,6,694460.11
GOV30190,20 Jul 2024,Contractor_020,education,,North,788348.28,33095.98,null,null
GOV30184,"May 20, 2023",Contractor_054,Education,Hospital Project,South,7768903.93,0,12,93226847.13
GOV30108,"October 01, 2023",Contractor_007,Transport,Rural Electrification,West,2331514,0,12,27978173.83
GOV30524,06/23/2023,Contractor_036,Education,Rural Electrification,  Central  ,1651925.04,0,11,18171175.41
GOV30138,05 Apr 2023,Contractor_003,Education,Public Transport,  ,649849.02,0,8,5198792.19
GOV30239,08/03/2024,contractor_069,Health,Public Transport,South,838650.74,0,2,1677301.48
GOV30501,"June 12, 2022",Contractor_065,Transport,Rural Electrification,South,2341351.76,0,10,23413517.55
GOV30400,2024-03-07,Contractor_014,Defense,Hospital Project,East,,28597.1,7,23801817.06
GOV30140,18 Feb 2022,Contractor_038,Agriculture,School Building,West,-1999203.7148995046,92208.8,12,22883938.92
GOV30266,06/05/2023,Contractor_013,Health,,East,482945.23,0,12, 5795342.758256959 
GOV30617,05/23/24,Contractor_052,Transport,Public Transport,NORTH,191358.76,0,2,382717.52
GOV30369,08/25/24,Contractor_017,Energy,Water Supply,Central,560718.13,41282.9,1,519435.24
GOV30496,2022/04/17,Contractor_045,Health,Hospital Project,  East  ,"$675,333.70",47493.7,3,1883519.99
GOV30191,"November 25, 2023",Contractor_015,Health,water supply,Central,266551.76,0,1,266551.76
GOV30131,"May 17, 2022",Contractor_019,Agriculture,Road Construction,West,4707401.74,0,12,56488820.88
GOV30338,"June 15, 2024",Contractor_066,Transport,Road Construction, East,629478.31,0,8,5035826.48
GOV30310,11/03/24,Contractor_062,Transport,Rural Electrification,  North  ,,6484.34,7,2263550.37
GOV30276,24-05-2022,Contractor_055,Infrastructure,School Building,South,N/A,,6,10962592.18
GOV30151,05/30/2023,Contractor_058,Health,Rural Electrification,North,890161.76,69159.19,10,8210025.75
GOV30449,23-06-2024,Contractor_094,Defense,Unknown,North,842705.12,0,7,5898935.86
GOV30182,06/08/2023,Contractor_075,Infrastructure,  School Building  ,Central,1735203.11,0,7,
GOV30404,12/05/22,Contractor_065,Agriculture,Public Transport,East,1158903.45,0,10,11589034
GOV30237,03/27/22,Contractor_029,  Education  ,Rural Electrification,WEST,369534.49,15069.78,,1063394.13
GOV30213,2024/05/26,Contractor_088,Infrastructure,Rural Electrification,West,809616,0,,7286544.0
GOV30640,02/07/2023,Contractor_052,Education,Road Construction,South,1087185.65,0,5,5435928.27
GOV30020,07/01/22,Contractor_007,Health,Public Transport,West,746070.5,0,8,5968564.02
GOV30270,14 Aug 2023,Contractor_094,Education,Road Construction,South,931694.34,24976.39,5,4533589.74
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
