Transaction ID,Date,Donor Name,Program Type,Region,Amount,Discount,Quantity,Total,Funding Source
NGO50533,19 Jul 2024,Donor_052,Food Aid,Central,52229.77,1914.89,7,352204.15,International Aid
NGO50240,2024/08/25,DONOR_140,Skills Training,East,32481.77,1042,2,62880.5,International Aid
NGO50227,2023-12-14,Donor_154,Emergency Relief,International,889412.68,39987.02,2,1698851.32,International Aid
NGO50037,2023-08-23,Donor_072,Water Project,East,96615.69,0,1,96615.69,Grant
NGO50438,2022-03-18,Donor_141,Health Outreach,Central,-52987.66256132732,0,2,105975.33,International Aid
NGO50015,2023-12-30,Donor_136,Emergency Relief,South,506947.22,17761.36,1,489185.86,Corporate
NGO50634,22-07-2022,Donor_135,Shelter,East,405144.52,0,1.0,"$405,144.52",Grant
NGO50432,2022-08-03,Donor_193,Shelter,South,292850.33,11524.76,6,1687953.42,Individual
NGO50012,13-08-2024,Donor_148,Food Aid,Central,11756.6,203.39,2,23106.41,Grant
NGO50401,2023/04/01,Donor_175,Food Aid,East,62068.98,0,2,124137.96,Government
NGO50264,06-10-2022,Donor_161,Shelter,International,332136.44,0,3,996409,TBD
NGO50395,07 Mar 2024,Donor_047,  Health Outreach  ,International,108836.38,0,8,870691.03,Grant
NGO50226,2022/10/25,donor_025,Food Aid,South,40326.75,0,1,40326.75,International Aid
NGO50534,"September 15, 2023",Donor_122,Food Aid,International,44774.05,0,,"$179,096.22",Individual
NGO50198,04/25/22,Donor_175,  -  ,South,39953.57,0,7,279674.99,Grant
NGO50474,2024-11-18,Donor_029,Water Project,null,69842.12,0,8,558736.99,Individual
NGO50287,"September 07, 2024",Donor_041,Water Project,East,110463.67,3211.21,2,214504.93,Grant
NGO50524,16-11-2023,Donor_137,Skills Training,International,47597.26,0,7,,  Individual  
NGO50588,01/02/22,Donor_084,emergency relief,East,,13370.72,6,2074598.28,CORPORATE
NGO50024,2022-02-06,Donor_053,Skills Training,,46875.36,1269.46,7,319241.29,  Government  
NGO50358,2022/04/17,donor_193,Emergency Relief,  West  ,295485.73,0,1,295485.73,Corporate
NGO50569,2024-10-05,Donor_094,Emergency Relief,Central,864304.77,0,5,4321523.84,Grant
NGO50392,27 Feb 2022,Donor_081,Water Project,North,98761.2,3553.03,5,476040.87,Corporate
NGO50618,2023-05-09,Donor_063,Food Aid,West,,0,6,379606.29,Government
NGO50142,2024-13-45,Donor_135,Health Outreach,International,132816.83,2515.25,9,1172714.27,  International Aid  
NGO50539,05/18/22,Donor_076,Skills Training,Central,7944.24,0,2,15888.48,Corporate
NGO50286,2024/11/10,Donor_062,Food Aid,North,98520.49,1839.78,2,193361.44,Individual
NGO50120,27 Feb 2024,Donor_099,Education Support,South,78090.5,540.82,7,542847.7,Grant
NGO50650,2022/04/18,Donor_110,Shelter,Central,,112.73,8,1391893.7,Individual
NGO50048,2024/11/29,Donor_114,Skills Training,International,null, 325.0751634724754 ,1,7821.69,Individual
NGO50158,02/22/22, Donor_019,Skills Training,West,37459.57,0,2,74919.14,Corporate
NGO50187,18 Nov 2023,Donor_129,Water Project,East,182308.31,1756.53,4,722207.15,Government
NGO50615,2022/01/28,Donor_187,Skills Training,West,36327.89,0,8,290623.13,Corporate
NGO50059,2022-07-27,Donor_150,Education Support,International,8997.16,0,7,62980.1,Government
NGO50110,27 Sep 2023,Donor_099,Health Outreach,North,121933.86,0,8,975470.91,Individual
NGO50150,25 Jan 2022,Donor_010,Health Outreach,West,66543.57,0,unknown,665435.68,International Aid
NGO50570,2024-13-45,Donor_117,Water Project,Central,199341.14,0,5,996705.72,Grant
NGO50231,18 Apr 2023,Donor_184,Education Support,International,TBD,0,10,null,Corporate
NGO50248,2024-08-25,Donor_096,Skills Training,,42284.39,0,4,169137.57,Corporate
NGO50493,2022-06-22,Donor_004,Shelter,East,,0,3,475219.46,
NGO50571,10/04/22,Donor_104,Health Outreach,International,144649.83,1064.45,4,574341.52,Grant
NGO50647,"November 24, 2022",Donor_090,Water Project,International,78254.66,1576.09,7,536749.99,Individual
NGO50445,2024/10/22,Donor_054,Health Outreach,South,144321.6,0,6,865929.59,Government
NGO50116,2023/10/15,Donor_149,Education Support,Central,8695.32,0,-4,34781.28,
NGO50479,20-05-2023,,Shelter,International,459090.3,0,3,1377270.89,International Aid
NGO50519,"July 03, 2024",donor_110,Health Outreach,North,61320.0,0,7,429240.01,Government
NGO50440,03/22/2022,Donor_105, Skills Training,Central,41080.07,0,8,328640.58,Individual
NGO50527,01/29/2022,Donor_118,  Water Project  ,Central,22647.41,0,8,181179.24,International Aid
NGO50270,31-01-2023,Donor_188,Education Support,West,64601.4,-,2,124253.22,International Aid
NGO50005,12/06/2023,Donor_014,Emergency Relief,North,107375.05,0,2,214750.11,Government
NGO50262,2024-12-13,Donor_180,Skills Training,Central,44616.2,0,6,267697.18,Government
NGO50128,2024-08-21,Donor_171,Emergency Relief,International,333732.66,0,,"$667,465.31",Government
NGO50413,"January 15, 2022", Donor_087,Emergency Relief,North,350432.6,0,-10,3504325.95,Corporate
NGO50473,05/28/24,Donor_067,Water Project,West,191693.27,0,10,1916932.67,Grant
NGO50029,2024/02/09,Donor_008,Health Outreach,South,39860.77,0,3,119582.31,grant
NGO50361,05/21/22,Donor_035,Education Support,South,4963.92,122.24,8,38733.45,Individual
NGO50611,09/13/2024,Donor_027,Food Aid,Unknown,34386.28,0,1.0,34386.28,
NGO50323,TBD,DONOR_194,Health Outreach,North,13080.04,568.8,2,25022.48,Individual
NGO50003,2024/02/29,Donor_071,Shelter,East,268067.26,0,5,1340336.29,Corporate
NGO50111,19 Jul 2022,Donor_166,Food Aid,north,unknown,,1,42041.63,Grant
NGO50221,2023/03/19,Donor_196,Emergency Relief,International,858410.63,37674.64,5,4103679.97,Individual
NGO50407,18 Nov 2023,Donor_028,Skills Training,East,13359.52,0,3,40078.55,Government
NGO50011,01/07/24,Donor_117,Health Outreach,east,46676.13,0,10,-,Government
NGO50055,05/05/2022,Donor_199,,west,597444.4,6508.26,9,5318425.26,Grant
NGO50089,01 Oct 2022,Donor_170,Shelter,International,395057.77, 2267.0431522935896 ,3,1178372.19,Grant
NGO50548,06/19/24,Donor_039,Water Project,International,170565.52,8372.47,9,1459737.48,Government
NGO50214,"March 22, 2022",Donor_023,Food Aid,South,50706.22,0,8,TBD,International Aid
NGO50290,06/30/24,Donor_024,Shelter,South,97574.06,3011.22,3,TBD,
NGO50046,25 Jul 2022,Donor_098,Water Project,South,124888.42,0,8,999107.34,Corporate
NGO50578,"June 24, 2023",Donor_143,Health Outreach,South,-,0,1,18800.48,Grant
NGO50525,0000-00-00,Donor_109,Education Support,West, 29161.43980598911 ,0,5,145807.2,Grant
NGO50616,23 May 2022,Donor_019,Water Project,North,137245.28,0,4.0,548981.13,Government
NGO50633,0000-00-00,  Donor_194  ,,East,4930.34,0,1,4930.34,International Aid
NGO50491,"November 26, 2023",Donor_027,Food Aid,North,12801.75,0,9,115215.73,Government
NGO50508,"July 01, 2022",Donor_022,Health Outreach,central,111484.98,0,9,1003364.82,Grant
NGO50103,09/18/2022,Donor_194,Emergency Relief,East,"$444,938.10",13842.36,2,,Government
NGO50393,2023/12/28,,Emergency Relief,North,506090.43,,2,"$1,012,180.87",Government
NGO50061,10/03/2024,Donor_197,Water Project,West,-33873.75019581759,0,2,67747.5,International Aid
NGO50549,03 Feb 2022,Donor_194,Skills Training,south,15678.29,0,9,141104.63,Corporate
NGO50540,08/19/23,Donor_150,Emergency Relief,West,35421.81,-1289.6242472857432,7,238925.29,Government
NGO50211,18-10-2022,Donor_095,Health Outreach,East,81021.46, 0 ,9,729193.16,International Aid
NGO50471,2024-13-45,Donor_121,Skills Training,North,37854.56,541.1,3,111940.36,Individual
NGO50234,02/20/23,Donor_053,Emergency Relief,West,147506.71,0,4,590026.85,Grant
NGO50402,31 Aug 2023,Donor_017,Skills Training,,13282.12,0,2,26564.23,Corporate
NGO50149,"August 13, 2023",Donor_169,Skills Training,International,15743.89,0,5,78719.46,Government
NGO50352,21 Nov 2023,Donor_141,Shelter,International,-20718.66910359725,357.36,7,-142529.18608216828,Individual
NGO50360,"June 01, 2022",Donor_143,,West,127050.91,$0.00,8,1016407.25,Grant
NGO50077,10-06-2022,Donor_059,Food Aid,,14557.47,$0.00,7,101902.29,Individual
NGO50252,2022/07/17,Donor_037,Skills Training,Central,44937.02,0,-1,44937.02,Individual
NGO50186,19-01-2024,DONOR_155,Emergency Relief,  South  ,157310,5429.42,6,911286.2,International Aid
NGO50501,2024-04-15,Donor_183,Shelter,North,396100.37,0,9,3564903.37,CORPORATE
NGO50554,27-05-2024,Donor_023,Shelter,International,430254.45,15259.06,8,3319963.16,Corporate
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
